id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou,pitcher_ponches,ponches_proyectados,linea_mercado_ponches,lado_recomendado_ponches,probabilidad_over_ponches,probabilidad_under_ponches,origen_linea_ponches
824158,8/5/2026,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,8/5/2026,Daikin Park,Hunter Brown,3.42,Jameson Taillon,5.92,Ganador del partido,Houston Astros,54.10%,45.90%,8.20%,52.76,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:34.143832,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824158,8/5/2026,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,8/5/2026,Daikin Park,Hunter Brown,3.42,Jameson Taillon,5.92,Más/Menos carreras,N/A,45.60%,54.40%,8.80%,52.62,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:34.143832,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.35,8.5,UNDER,45.6,54.4,MODEL,,,,,,,
824646,8/5/2026,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,8/5/2026,Wrigley Field,Shota Imanaga,3.67,Eric Lauer,4.5,Ganador del partido,Chicago Cubs,65.40%,34.60%,30.70%,88.35,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T22:54:34.541919,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ganador del partido,,,,,,,,,,,,,
824646,8/5/2026,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,8/5/2026,Wrigley Field,Shota Imanaga,3.67,Eric Lauer,4.5,Más/Menos carreras,N/A,46.60%,53.40%,6.80%,66.22,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:34.541919,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.42,8.5,UNDER,46.6,53.4,MODEL,,,,,,,
822866,8/5/2026,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,8/5/2026,Globe Life Field,Cody Bradford,4.5,Carson Whisenhunt,6.63,Ganador del partido,Texas Rangers,55.10%,44.90%,10.20%,0,N/A,NO_PLAY,READY,2026-08-04T22:54:34.809129,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
822866,8/5/2026,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,8/5/2026,Globe Life Field,Cody Bradford,4.5,Carson Whisenhunt,6.63,Más/Menos carreras,N/A,48.30%,51.70%,3.40%,0,N/A,NO_PLAY,READY,2026-08-04T22:54:34.809129,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,10.04,10,UNDER,48.3,51.7,MODEL,,,,,,,
824322,8/5/2026,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,8/5/2026,Coors Field,Tomoyuki Sugano,4.47,Nick Martinez,2.77,Ganador del partido,Tampa Bay Rays,28.50%,71.50%,43.00%,83.8,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-04T22:54:35.102843,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,,,,,,,,
824322,8/5/2026,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,8/5/2026,Coors Field,Tomoyuki Sugano,4.47,Nick Martinez,2.77,Más/Menos carreras,N/A,44.70%,55.30%,10.60%,60.54,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.102843,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.28,8.5,UNDER,44.7,55.3,MODEL,,,,,,,
824806,8/5/2026,Los Angeles Angels @ Baltimore Orioles,Baltimore Orioles,Los Angeles Angels,8/5/2026,Oriole Park at Camden Yards,Trevor Rogers,4.27,Reid Detmers,4.03,Ganador del partido,Baltimore Orioles,54.80%,45.20%,9.70%,67.5,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.404145,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824806,8/5/2026,Los Angeles Angels @ Baltimore Orioles,Baltimore Orioles,Los Angeles Angels,8/5/2026,Oriole Park at Camden Yards,Trevor Rogers,4.27,Reid Detmers,4.03,Más/Menos carreras,N/A,45.90%,54.10%,8.20%,66.78,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.404145,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.37,8.5,UNDER,45.9,54.1,MODEL,,,,,,,
824402,8/5/2026,New York Mets @ Cleveland Guardians,Cleveland Guardians,New York Mets,8/5/2026,Progressive Field,Tanner Bibee,3.81,Christian Scott,2.99,Ganador del partido,New York Mets,41.50%,58.50%,16.90%,78.08,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-04T22:54:35.697058,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,,,,,,,,
824402,8/5/2026,New York Mets @ Cleveland Guardians,Cleveland Guardians,New York Mets,8/5/2026,Progressive Field,Tanner Bibee,3.81,Christian Scott,2.99,Más/Menos carreras,N/A,45.10%,54.90%,9.80%,67.42,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.697058,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,6.88,7,UNDER,45.1,54.9,MODEL,,,,,,,
824482,8/5/2026,Athletics @ Cincinnati Reds,Cincinnati Reds,Athletics,8/5/2026,Great American Ball Park,Rhett Lowder,5.42,Jacob Lopez,5.79,Ganador del partido,Cincinnati Reds,56.40%,43.60%,12.90%,61.07,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.961281,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824482,8/5/2026,Athletics @ Cincinnati Reds,Cincinnati Reds,Athletics,8/5/2026,Great American Ball Park,Rhett Lowder,5.42,Jacob Lopez,5.79,Más/Menos carreras,N/A,48.10%,51.90%,3.80%,44.32,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:35.961281,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,10.51,10.5,UNDER,48.1,51.9,MODEL,,,,,,,
823429,8/5/2026,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,8/5/2026,Citizens Bank Park,Andrew Painter,6.72,Jake Irvin,5.56,Ganador del partido,Washington Nationals,49.60%,50.40%,0.90%,43.47,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.248482,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
823429,8/5/2026,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,8/5/2026,Citizens Bank Park,Andrew Painter,6.72,Jake Irvin,5.56,Más/Menos carreras,N/A,45.00%,55.00%,10.00%,60.3,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.248482,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,10.79,11,UNDER,45,55,MODEL,,,,,,,
823516,8/5/2026,St. Louis Cardinals @ New York Yankees,New York Yankees,St. Louis Cardinals,8/5/2026,Yankee Stadium,Will Warren,4.14,Andre Pallante,3.72,Ganador del partido,New York Yankees,51.50%,48.50%,3.10%,51.94,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.551745,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
823516,8/5/2026,St. Louis Cardinals @ New York Yankees,New York Yankees,St. Louis Cardinals,8/5/2026,Yankee Stadium,Will Warren,4.14,Andre Pallante,3.72,Más/Menos carreras,N/A,46.90%,53.10%,6.20%,65.98,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.551745,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.46,7.5,UNDER,46.9,53.1,MODEL,,,,,,,
824728,8/5/2026,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,8/5/2026,Fenway Park,Sonny Gray,2.93,Sean Burke,3.04,Ganador del partido,Boston Red Sox,50.10%,49.90%,0.30%,50.23,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.811572,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824728,8/5/2026,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,8/5/2026,Fenway Park,Sonny Gray,2.93,Sean Burke,3.04,Más/Menos carreras,N/A,48.30%,51.70%,3.40%,51.36,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:36.811572,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,6.07,6,UNDER,48.3,51.7,MODEL,,,,,,,
824889,8/5/2026,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,8/5/2026,Truist Park,Bryce Elder,3.84,Eury Pérez,3.44,Ganador del partido,Miami Marlins,41.00%,59.00%,18.00%,78.3,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-04T22:54:37.116906,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,,,,,,,,
824889,8/5/2026,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,8/5/2026,Truist Park,Bryce Elder,3.84,Eury Pérez,3.44,Más/Menos carreras,N/A,50.30%,49.70%,0.60%,50.24,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:37.116906,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.18,7,OVER,50.3,49.7,MODEL,,,,,,,
824082,8/5/2026,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,8/5/2026,Kauffman Stadium,Noah Cameron,4.59,Dean Kremer,6.5,Ganador del partido,Minnesota Twins,49.30%,50.70%,1.40%,51.07,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:37.388107,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824082,8/5/2026,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,8/5/2026,Kauffman Stadium,Noah Cameron,4.59,Dean Kremer,6.5,Más/Menos carreras,N/A,49.40%,50.60%,1.20%,50.48,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:37.388107,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,9.62,9.5,UNDER,49.4,50.6,MODEL,,,,,,,
823753,8/5/2026,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,8/5/2026,American Family Field,Kyle Harrison,3.01,Paul Skenes,3.9,Ganador del partido,Milwaukee Brewers,56.60%,43.40%,13.20%,70.14,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-04T22:54:37.652320,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,,,,,,,,
823753,8/5/2026,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,8/5/2026,American Family Field,Kyle Harrison,3.01,Paul Skenes,3.9,Más/Menos carreras,N/A,46.30%,53.70%,7.40%,59.26,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:37.652320,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,6.95,7,UNDER,46.3,53.7,MODEL,,,,,,,
825052,8/5/2026,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,8/5/2026,Chase Field,Mitch Bratt,5.23,Casey Mize,2.7,Ganador del partido,San Diego Padres,28.80%,71.20%,42.40%,0,N/A,NO_PLAY,READY,2026-08-04T22:54:37.920977,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
825052,8/5/2026,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,8/5/2026,Chase Field,Mitch Bratt,5.23,Casey Mize,2.7,Más/Menos carreras,N/A,44.80%,55.20%,10.40%,0,N/A,NO_PLAY,READY,2026-08-04T22:54:37.920977,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,6.87,7,UNDER,44.8,55.2,MODEL,,,,,,,
823106,8/5/2026,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,8/5/2026,T-Mobile Park,Bryan Woo,4.56,Drew Anderson,4.24,Ganador del partido,Detroit Tigers,42.40%,57.60%,15.30%,77.76,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-04T22:54:38.192377,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,,,,,,,,
823106,8/5/2026,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,8/5/2026,T-Mobile Park,Bryan Woo,4.56,Drew Anderson,4.24,Más/Menos carreras,N/A,49.60%,50.40%,0.80%,50.32,N/A,⭐ Partido cerrado,READY,2026-08-04T22:54:38.192377,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.64,8.5,UNDER,49.6,50.4,MODEL,,,,,,,

